"sample_id","D_level","sample_num","transect","Depth (m)","Mean time of deposition","Duration","Diatom_Symmetric_Biraphid_spp.","Diatom_Symmetric_Biraphid_Craticula_spp.","Diatom_Symmetric_Biraphid_Navicula_spp.","Diatom_Symmetric_Biraphid_Geissleria_spp.","Diatom_Symmetric_Biraphid_Anomoeneis_spp.","Diatom_Symmetric_Biraphid_Anomoeneis_sculpta","Diatom_Symmetric_Biraphid_Aneumastus_psuedotusculus","Diatom_Symmetric_Biraphid_Pseudofallacia_spp.","Diatom_Asymmetric_Biraphid_spp.","Diatom_Asymmetric_Biraphid_Amphora_spp.","Diatom_Asymmetric_Biraphid_Amphora_coffeaeformis","Diatom_Asymmetric_Biraphid_Amphora_copulata","Diatom_Asymmetric_Biraphid_Cymbella_spp.","Diatom_Asymmetric_Biraphid_Cymbella_cymbiformis","Diatom_Asymmetric_Biraphid_Encyonema_spp.","Diatom_Asymmetric_Biraphid_Encyonema_auerswaldii","Diatom_Asymmetric_Biraphid_Gomphoneis_spp.","Diatom_Asymmetric_Biraphid_Semivanis_eulensteinii","Diatom_Araphid_spp.","Diatom_Araphid_Fragilaria_vaucheriae","Diatom_Araphid_Fragilariales_spp.","Diatom_Araphid_Licmophora_spp.","Diatom_Araphid_Odontidium_spp.","Diatom_Araphid_Punctastriata_mimetica","Diatom_Araphid_Pseudostaurosira_brevistriata","Diatom_Araphid_Pseudostaurosira_trainorii","Diatom_Araphid_Staurosira_construens_construens","Diatom_Araphid_Staurosira_construens_binodis","Diatom_Araphid_Staurosira_construens_venter","Diatom_Araphid_Staurosirella_spp.","Diatom_Araphid_Staurosirella_leptostauron_leptostauron","Diatom_Araphid_Staurosirella_leptostauron_dubia","Diatom_Araphid_Staurosirella_pinnata","Diatom_Araphid_Tetracyclus_spp.","Diatom_Araphid_Tetracyclus_glans","Diatom_Centric_spp.","Diatom_Centric_Actinocyclus_spp.","Diatom_Centric_Alveophora_americana","Diatom_Centric_Aulacoseira_spp.","Diatom_Centric_Aulacoseira_ambigua","Diatom_Centric_Aulacoseira_canadensis","Diatom_Centric_Aulacoseira_nivaloides","Diatom_Centric_Aulacoseira_pusilla","Diatom_Centric_Aulacoseira_subarctica","Diatom_Centric_Aulacoseira_tenella","Diatom_Centric_Chaetoceros_spp.","Diatom_Centric_Cyclostephanos_tholiformis","Diatom_Centric_Cyclotella_spp.","Diatom_Centric_Lindavia_rossii","Diatom_Centric_Pliocaenicus_spp.","Diatom_Centric_Stephanodiscus_spp.","Diatom_Monoraphid_spp.","Diatom_Monoraphid_Cocconeis_spp.","Diatom_Monoraphid_Planothidium_apiculatum","Diatom_Monoraphid_Planothidium_delicatulum","Diatom_Eunotioid_spp.","Diatom_Eunotioid_Eunotia_spp.","Diatom_Eunotioid_Semiorbis_spp.","Diatom_Epithemioid_spp.","Diatom_Epithemioid_Epithemia_gibberula","Diatom_Epithemioid_Epithemia_musculus","Diatom_Epithemioid_Rhopalodia_spp.","Diatom_Nitzschioid_spp.","Diatom_Nitzschioid_Nitzschia_fonticola","Diatom_Surirelloid_spp.","Diatom_Surirelloid_Surirella_amphioxys","Diatom_Unidentified_A","Diatom_Unidentified_B","Diatom_Unidentified_C","Diatom_Unidentified_D","Diatom_Unidentified_E","Diatom_Unidentified_F","Diatom_Unknown_Diatom","Diatom_Unknown_Diatom fragment","Phytolith_Acicular","Phytolith_Acute","Phytolith_Acute_Arcuate","Phytolith_Bilobate","Phytolith_Blocky","Phytolith_Brachiate","Phytolith_Bulliform_flabellate","Phytolith_Elongate_Crenate","Phytolith_Elongate","Phytolith_Elongate_Dentate","Phytolith_Elongate_Entire_type_1","Phytolith_Elongate_Entire_type_2","Phytolith_Elongate_Sinuate","Phytolith_Geniculate","Phytolith_Oblong_Psilate","Phytolith_Polygonal_Tabular_type_1","Phytolith_Polygonal_Tabular_type_2","Phytolith_Polyhedral_Sclereid","Phytolith_Rondel","Phytolith_Saddle","Phytolith_Spheroid_Granulate","Phytolith_Spheroid_Psilate","Phytolith_Spheroid_Ornate","Phytolith_Spheroid_Plicate","Phytolith_Tracheary_annulate","Phytolith_Cross","Phytolith_Unknown","Others_Sponge spicule","Others_Charred","Others_Granules","Others_Undetermined_G","Others_Undetermined_H","Others_Undetermined_I","Others_Undetermined_J","Others_Undetermined_K","Others_Undetermined_L"
"D25_L3220_T4_LAC","D25","L3220","T4",37.118243,106969,983,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  6",NA,"  1","  4",NA,NA,NA,NA,NA,NA,NA,NA,"  5","  2",NA,NA,NA,NA," 17",NA,NA,NA,NA,"  1"," 14",NA,"  3","  2",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  1",NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,"  1","  6","  1",NA,NA,"  1",NA,NA,NA,NA,NA,"  2"," 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3410_T1_LAC","D25","L3410","T1",37.118243,106969,983,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  2",NA,NA,NA,NA,NA,"  3",NA,"  5",NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  3","  1",NA,NA,NA,"  3"," 22",NA,NA,NA,NA,NA,"  5",NA,"  2","  1",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,"  3",NA,NA,NA,NA," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 17",NA,NA,NA,NA,NA,"  2",NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3"," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3410_T2_LAC","D25","L3410","T2",37.118243,106969,983,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,"  1",NA,"  3",NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  1",NA,NA,NA," 22",NA,NA,NA,NA,NA,"  7",NA,"  4","  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 14",NA,NA,NA,NA,"  2","  6",NA,"  2",NA,NA,NA,NA,NA,"  2",NA,"  3","  9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3410_T3_LAC","D25","L3410","T3",37.118243,106969,983,NA,NA,"  2",NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  2",NA,NA,NA,NA,NA,"  1",NA,"  5",NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,"  1","  4","  1",NA,NA,NA,NA," 27",NA,NA,NA,NA,NA,"  5",NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,"  1",NA,NA,NA,NA," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"," 10",NA,NA,NA,NA,NA,"  5",NA,"  2",NA,"  1",NA,NA,NA,"  1",NA,"  7","  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3410_T4_LAC","D25","L3410","T4",37.118243,106969,983,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  8",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 23",NA,NA,NA,NA,NA," 13",NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA," 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1","  9",NA,NA,NA,NA,"  1","  5",NA,"  1",NA,"  2",NA,NA,NA,"  1",NA,"  3","  7",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D26_L2612_T1_LAC","D26","L2612","T1",37.360449,107667,1516,NA,"  1"," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  1"," 12",NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"," 10",NA,NA,NA,NA,NA,"  8",NA,"  6",NA,"  6","  1",NA,NA,NA,NA,"  5"," 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L2612_T2_LAC","D26","L2612","T2",37.360449,107667,1516,NA,"  1"," 16",NA,"  1",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  4",NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA," 18",NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,"  1"," 10",NA,"  4",NA,"  2","  2",NA,NA,NA,NA,"  2"," 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L2612_T3_LAC","D26","L2612","T3",37.360449,107667,1516,NA,"  2"," 12",NA,NA,NA,NA,NA,NA,NA," 12",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  3",NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,"  4",NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,"  3",NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,NA,"  1",NA,"  4",NA,"  4",NA,NA,NA,NA,NA,"  5"," 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L2612_T4_LAC","D26","L2612","T4",37.360449,107667,1516,NA,NA," 16",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA," 12",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  8",NA,NA,NA,NA,NA,"  4",NA,"  2","  1",NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,"  2",NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,NA,"  6",NA,"  4",NA,"  1",NA,NA,NA,NA,NA,NA," 18",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3097_T1_LAC","D26","L3097","T1",37.360449,107667,1516,NA,"  1","  9",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  5",NA,NA,"  4",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,NA,"  2",NA,"  2","  3",NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA," 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  1",NA,NA,NA,NA,NA,"  7"," 16",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3097_T2_LAC","D26","L3097","T2",37.360449,107667,1516,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  3",NA," 11",NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 15",NA,NA,NA,NA,NA,"  3",NA,"  5","  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,"  2",NA,NA,NA,NA," 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,"  2","  1","  1",NA,NA,NA,NA,NA,NA,NA,"  3"," 12",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3097_T3_LAC","D26","L3097","T3",37.360449,107667,1516,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  9",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,"  1"," 14",NA,NA,NA,NA,NA,"  2",NA,"  3","  1",NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA," 18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5","  1",NA,NA,NA,"  2","  4",NA,"  2",NA,"  1",NA,NA,NA,NA,NA,"  2"," 22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3097_T4_LAC","D26","L3097","T4",37.360449,107667,1516,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA,"  4","  2",NA,NA,NA,NA," 23",NA,NA,NA,NA,NA,"  9",NA,"  1","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA," 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,"  7",NA,"  1",NA,NA,"  1","  1",NA,NA,NA,"  2"," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3106_T1_LAC","D26","L3106","T1",37.360449,107667,1516,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA,"  4","  2",NA,NA,NA,NA," 23",NA,NA,NA,NA,NA,"  9",NA,"  1","  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA," 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,"  7",NA,"  1",NA,NA,"  1","  1",NA,NA,NA,"  5"," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3106_T2_LAC","D26","L3106","T2",37.360449,107667,1516,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  2","  1",NA,NA,"  1",NA," 20",NA,"  1",NA,NA,NA," 11",NA,"  3","  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1","  4",NA,NA,NA,NA,"  1","  8",NA,"  8",NA,"  1",NA,NA,NA,NA,NA,"  2"," 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3106_T3_LAC","D26","L3106","T3",37.360449,107667,1516,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  2",NA,"  1","  1",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA," 31",NA,NA,NA,NA,NA,"  8",NA,"  1","  1",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,NA,NA,"  1","  6","  1","  1",NA,"  2",NA,NA,NA,NA,NA,"  3"," 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D26_L3106_T4_LAC","D26","L3106","T4",37.360449,107667,1516,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  4","  2",NA,NA,"  3",NA," 19",NA,"  1",NA,NA,NA,"  6",NA,"  5","  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,"  1",NA,NA,NA,NA," 16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA," 13",NA,"  3",NA,"  2",NA,NA,NA,NA,NA,"  4","  9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2"
"D3_60_T1_LAC","D3","60","T1",3.45265,9950,2026,NA,NA,NA,NA,NA,NA,NA,NA," 2",NA,NA,NA,NA,NA,NA,NA,NA,NA," 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 2",NA,NA,"12",NA,NA,NA,NA,NA," 2",NA," 1",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA," 2",NA,NA," 5","12"," 1"," 1",NA," 3",NA,NA,NA," 1",NA,NA," 1","16",NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA," 1"
"D3_60_T2_LAC","D3","60","T2",3.45265,9950,2026,NA,NA,"  1",NA,NA,NA,NA,NA,"  7",NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,"  1","  1","  9",NA,NA,NA,NA,NA,"  4",NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA," 19",NA,"  2",NA,NA," 11"," 13",NA,"  1",NA,"  8",NA,NA,NA,NA,NA,NA,"  3"," 13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4"
"D3_60_T3_LAC","D3","60","T3",3.45265,9950,2026,NA,NA,NA,NA,NA,NA,NA,NA," 2",NA," 2",NA,NA,NA,NA,NA,NA,NA," 6",NA,NA,NA,NA," 1",NA,NA,NA,NA,NA," 2",NA,NA," 2",NA,NA," 1",NA,NA,"12",NA,NA,NA,NA,NA," 3",NA," 4",NA,NA," 1",NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"22",NA,NA,NA,NA," 4"," 6"," 1"," 3",NA," 2"," 2",NA,NA,NA,NA,NA," 4"," 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"
"D3_60_T4_LAC","D3","60","T4",3.45265,9950,2026,"  2",NA,"  3",NA,NA,NA,NA,NA,"  4",NA,"  5",NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,"  1",NA,"  2",NA," 10",NA,NA,NA,NA,NA,"  3",NA,"  3",NA,NA,"  5",NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,"  1",NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,"  1",NA,NA,"  5","  8",NA,"  3",NA,"  6",NA,NA,"  2",NA,NA,NA,"  4"," 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2"
"D3_61_T1_LAC","D3","61","T1",3.45265,9950,2026,NA,NA," 2",NA,NA,NA,NA,NA," 4",NA," 1",NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA," 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA," 3",NA,NA,NA,NA," 2",NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,"11",NA,NA,NA,NA,NA," 9",NA," 2",NA," 4",NA,NA,NA,NA,NA,NA," 7","11",NA,NA,NA,NA," 2"," 1",NA,NA,NA,NA,NA,NA,NA
"D3_61_T2_LAC","D3","61","T2",3.45265,9950,2026,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA," 16",NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,"  1",NA,NA," 14",NA,NA,NA,NA,NA,"  2",NA,"  1",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA," 18",NA,NA,NA,NA,"  2","  8",NA,"  1",NA,"  2",NA,"  2",NA,NA,NA,NA," 14","  8",NA,NA,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,"  1"
"D3_61_T3_LAC","D3","61","T3",3.45265,9950,2026,NA,NA,"  1",NA,NA,NA,NA,NA,"  4",NA,"  1",NA,NA,NA,NA,NA,NA,NA," 21",NA,NA,NA,NA," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA," 15",NA,NA,NA,NA,"  1","  8",NA,NA,NA,"  2"," 10","  1",NA,NA,NA,NA," 17"," 11",NA,NA,NA,NA,"  4","  1",NA,NA,NA,NA,NA,NA,"  1"
"D3_61_T4_LAC","D3","61","T4",3.45265,9950,2026,NA,NA," 1",NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA," 2",NA,NA,NA,NA," 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1",NA,NA," 6",NA,NA,NA,NA,NA," 4",NA," 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 7",NA,NA,NA,NA,NA,NA,NA,NA,"16",NA," 2",NA,NA," 5",NA,NA,NA,NA," 1"," 4",NA," 1",NA," 3"," 3",NA,NA,NA,NA,NA,"15"," 8",NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA," 1"
"D3_62_T1_LAC","D3","62","T1",3.45265,9950,2026,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  5",NA,NA,NA,NA,NA,NA,NA," 14",NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  4",NA,NA," 14",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,"  3",NA,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA," 15",NA,NA,NA,NA,"  3","  3",NA,"  4",NA,NA,NA,"  4",NA,"  1",NA,NA,"  4","  8",NA,NA,NA,NA,"  1","  2",NA,NA,NA,NA,NA,NA,NA
"D3_62_T2_LAC","D3","62","T2",3.45265,9950,2026,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA," 5",NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA," 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1"," 1",NA,"14",NA,NA,NA,NA,NA,NA,NA," 2",NA,NA," 1",NA,NA,NA,NA," 2"," 2",NA,NA,NA," 1"," 1",NA,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA," 2"," 3",NA," 1",NA,NA,NA," 5",NA,NA,NA,NA," 1"," 7",NA,NA,NA,NA,"11"," 1",NA,NA,NA,NA,NA,NA,NA
"D3_62_T3_LAC","D3","62","T3",3.45265,9950,2026,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  1",NA,NA,NA,NA,NA,NA,NA," 12",NA,"  1",NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,"  2","  3",NA,NA,NA,NA,"  1",NA,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA," 13",NA,NA,NA,NA,"  4","  1",NA,NA,NA,"  2",NA,"  6","  1",NA,NA,NA,"  1","  1",NA,NA,NA,NA,"  9","  2",NA,NA,NA,NA,NA,NA,"  1"
"D3_62_T4_LAC","D3","62","T4",3.45265,9950,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,"  9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA," 10",NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,"  1",NA,NA,NA,NA,"  1",NA,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 20",NA,NA,NA,NA,"  2","  4",NA,NA,NA,"  1",NA,"  6",NA,"  1",NA,NA,"  1"," 11",NA,NA,NA,NA," 10","  3",NA,NA,NA,NA,NA,NA,NA
"D4_3_T1_LAC","D4","3","T1",5.268154,15182,850,"  1",NA,"  4",NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,"  2","  1",NA," 27",NA,NA,NA,NA,NA,"  5","  1","  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA," 10",NA,"  1",NA,NA," 17",NA,NA,NA,NA,"  7","  2",NA,"  2",NA,"  2",NA,NA,NA,"  1",NA,NA,"  2","  4",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA
"D4_3_T2_LAC","D4","3","T2",5.268154,15182,850,NA," 1","14",NA,NA,NA,NA,NA," 1",NA," 1",NA,NA,NA,NA,NA,NA,NA," 9"," 1",NA,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA,NA," 1",NA,NA," 2",NA,NA,"21",NA,NA,NA,NA,NA," 3",NA," 2",NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 9",NA,NA,NA,NA,NA," 4",NA," 3",NA," 3",NA," 1",NA,NA,NA,NA," 2"," 8",NA,NA,NA,NA,NA," 2",NA,NA,NA,NA,NA,NA,NA
